emsno,工廠名稱,uniformno,county,township,facilityaddress,industryareaname,industryid,industryname,TWD97X,TWD97Y,wgs84lon,wgs84lat,isair,iswater,iswaste,istoxic,issoil,airreleasedate,waterreleasedate,wastereleasedate,toxicreleasedate,soilreleasedate,industrygroup,admino,facno
F1601416,?中松琴工業有限公司貴鳳廠,36097871,新北市,泰山區,新北市泰山區貴鳳街一八號,非屬工業區類,2544,金屬表面處理業,292585.4196,2769276.637,121.4219919,25.03099185,1,1,1,1,0,,,,2021/2/20,,254,,
F1601443,源進實業股份有限公司,,新北市,泰山區,新北市泰山區貴鳳街二二號,非屬工業區類,2699,未分類其他電子零組件製造業,292610.0326,2769262.086,121.4222354,25.03085979,1,0,1,0,0,,,,,,269,,
F1601470,普斯化工實業有限公司泰山廠,3427205,新北市,泰山區,新北市泰山區貴陽街七二巷二號、四號,非屬工業區類,1931,清潔用品製造業,292729.0888,2769378.507,121.4234187,25.0319075,1,0,0,0,0,,,,,,193,,
F1601523,中泰加油站實業有限公司中泰加油站,97491798,新北市,泰山區,新北市泰山區泰林路二段三二號,非屬工業區類,4821,加油及加氣站,293994.5624,2772158.715,121.4360472,25.05697115,1,0,0,0,0,,,,,,482,,
F1601532,永錡加油站股份有限公司永錡加油站,97370730,新北市,泰山區,新北市泰山區泰林路二段四七號,非屬工業區類,4821,加油及加氣站,293935.8261,2772222.611,121.4354671,25.05754971,1,0,0,0,0,,,,,,482,,
F1601541,全國加油站股份有限公司-全國五股交流道加油站,22958907,新北市,泰山區,新北市泰山區楓江路一一○號,非屬工業區類,4821,加油及加氣站,294231.7234,2772912.9,121.438422,25.063773,1,1,1,0,0,,,,,,482,65000,
F1601569,正貹化學有限公司,16482849,新北市,泰山區,新北市泰山區環河路一三九之二號,非屬工業區類,2544,金屬表面處理業,291224.4808,2772482.992,121.4086022,25.05997678,1,1,0,0,0,,2000/4/24,,,,254,,
F1601612,嘉德油墨實業有限公司,22088319,新北市,泰山區,新北市泰山區泰林路二段三○六巷一號,,1920,塗料、染料及顏料製造業,293467.0907,2772852.012,121.4308413,25.06324553,1,0,1,0,0,,,2004/6/10,,,192,,
F1601621,幼華實業有限公司,86237317,新北市,泰山區,新北市泰山區黎明里橫窠雅四之四號,,1409,其他木竹製品製造業,290591.2428,2774014.001,121.402371,25.07381602,1,0,0,0,0,,,,,,140,,
F1604195,亞樂塑膠實業有限公司,,新北市,泰山區,新北市泰山區貴鳳街二十五號,,,,292492.776,2769338.307,121.4210758,25.03155122,1,0,0,0,0,,,,,,220,,
F1604266,福神塗料企業有限公司,2079946,新北市,泰山區,新北市泰山區民權街四十一巷十八之五號,非屬工業區類,1920,塗料、染料及顏料製造業,293189.0267,2771487.968,121.4280424,25.05093882,1,0,0,0,0,,,,,,192,,
F1605567,安泰油墨工廠有限公司,,新北市,泰山區,新北市泰山區美寧街六四號,非屬工業區類,,,293480.321,2772999.646,121.4309771,25.064578,1,0,0,0,0,,,,,,192,,
F1606251,全國加油站股份有限公司全國新五路加油站,22958907,新北市,泰山區,新北市泰山區新五路一段八九號,非屬工業區類,4821,加油及加氣站,294505.5642,2772596.445,121.441126,25.060908,1,0,1,0,0,,,2016/12/1,,,482,65000,
F1606395,達廣食品有限公司,12757938,新北市,泰山區,新北市泰山區泰林路二段三○六巷九號,非屬工業區類,5611,餐館,293473.7058,2772874.504,121.4309075,25.0634484,1,0,0,0,0,,,,,,561,,
F1606411,福伯食品有限公司,80491909,新北市,泰山區,新北市泰山區中港南路一六一號,非屬工業區類,811,屠宰業,294643.4738,2772695.531,121.4424961,25.06179852,1,1,1,0,0,,,,,,81,65000,
F1606420,楓江加油站有限公司-楓江加油站,79953190,新北市,泰山區,新北市泰山區楓江路八八號,非屬工業區類,4821,加油及加氣站,294084.6011,2772906.567,121.4369636,25.06372017,1,1,0,0,0,,2018/12/25,,,,482,,
F1606537,千亞實業有限公司,80731350,新北市,泰山區,新北市泰山區橫窠雅二一號,非屬工業區類,1140,染整業,292340.2136,2773022.709,121.4196773,25.06481857,1,1,1,0,0,,2004/11/24,2009/3/13,,,114,,
F1606662,南亞科技股份有限公司三廠,89390656,新北市,泰山區,新北市泰山區大科里南林路九八號、九八之一號二樓、三樓、四樓、五樓、六樓、七樓、九八之一號二樓等及一○一號及一一五號,非屬工業區類,2611,積體電路製造業,291710.598,2770855.798,121.413371,25.045273,1,1,1,1,1,,,,,,261,65000,99697237
F1607114,世享勝業有限公司,28641809,新北市,泰山區,新北市泰山區黎明里泰林路三段三○一巷二一號,非屬工業區類,1140,染整業,291697.4352,2773347.65,121.413316,25.06777,1,1,1,0,0,,,,,,114,65000,99692557
F16A0143,嶠泰塑膠有限公司,84513588,新北市,泰山區,新北市泰山區貴鳳街二之三號,非屬工業區類,1601,印刷業,292539.7816,2769304.55,121.4215405,25.03124514,1,0,1,0,0,,,,,,160,,
F16A0371,北達汽車股份有限公司泰山廠,97100103,新北市,泰山區,新北市泰山區泰林路二段二四號,,,,294120.506,2772015.051,121.4372909,25.05567047,1,0,0,0,0,,,,,,301,,
F16A0896,南亞塑膠工業股份有限公司林口一廠,75370905,新北市,泰山區,新北市泰山區大科里南林路一二二號,非屬工業區類,2209,其他塑膠製品製造業,291083.3272,2770802.612,121.407153,25.04481,1,1,1,1,0,,,,,,220,,
F16A1359,保證責任新北市家禽運銷合作社附設屠宰場,26120888,新北市,泰山區,新北市泰山區楓樹里中港南路一○三號,非屬工業區類,811,屠宰業,295032.4814,2772846.462,121.4463567,25.06314959,1,1,1,0,0,,,,,,81,,
F16A1577,品峰橡膠有限公司,97181581,新北市,泰山區,新北市泰山區橫窠雅路八之三號,非屬工業區類,2109,其他橡膠製品製造業,292032.587,2773247.948,121.416635,25.06686064,1,0,0,0,0,,,,,,210,,
F16A1606,得興塗料工業有限公司,36010571,新北市,泰山區,新北市泰山區自強路二九號,,,,291306.3314,2772155.939,121.4094036,25.05702192,1,0,0,0,0,,,,,,192,,
F16A1676,來富生活事業股份有限公司,70742548,新北市,泰山區,新北市泰山區民生路一二八號,,,,294027.333,2770785.813,121.4363281,25.04457555,1,0,0,0,0,,,,,,474,,
F16A1696,輔仁大學學校財團法人輔仁大學附設醫院,,新北市,泰山區,新北市泰山區貴子路六九號(地下四層、地上一至一一層及一三層、一五層),非屬工業區類,8610,醫院,293471.139,2770241.334,121.430799,25.039676,1,1,1,0,0,,,,,,861,65000,
F16A1973,耘新紙品有限公司泰山廠,16922831,新北市,泰山區,新北市泰山區貴和里明志路三段四三二巷三一號,非屬工業區類,1601,印刷業,292242.0008,2769588.977,121.4185985,25.03382132,1,0,1,0,0,,,,,,160,,
F16A4432,久勤企業有限公司,86608672,新北市,泰山區,新北市泰山區中港西路一三六巷八三之一五號,,,,294533.7193,2772934.706,121.441416,25.063961,1,0,0,0,0,,,,,,0,,
F16A4769,宏展電線電纜有限公司,23479187,新北市,泰山區,新北市泰山區大科一路三○一巷一五之三號,,,,290792.4935,2771891.006,121.404303,25.054644,1,0,0,0,0,,,,,,0,,
F16A5698,慶羿企業有限公司,36245704,新北市,泰山區,新北市泰山區楓江路四六巷八八號,非屬工業區類,,,293962.9027,2772614.513,121.435748,25.061087,1,1,0,0,0,,,,,,0,65000,
F16A6121,憶輝企業有限公司,90043819,新北市,泰山區,新北市泰山區黎明里黎明路四號(一樓),,,,292444.7835,2772771.758,121.420706,25.06255,1,1,0,0,0,,,,,,0,,
F16A6131,氣宇企業有限公司泰山廠,90131691,新北市,泰山區,新北市泰山區黎明里黎明路四號(一樓、二樓)(泰山區自強段三建號),,2599,未分類其他金屬製品製造業,292503.2496,2772852.909,121.421288,25.063281,1,1,1,0,0,,,,,,259,65000,65010978
F16A6240,妮紅咬花股份有限公司泰山廠,89391803,新北市,泰山區,新北市泰山區壽山路一○二號,其他工業區　　　,2544,金屬表面處理業,292262.8287,2769167.992,121.418792,25.03002,1,1,0,0,0,,,,,,254,65000,65012761
F16A6280,尚俊塑膠有限公司,27873935,新北市,泰山區,新北市泰山區黎明里泰山路一一七號,非屬工業區類,2201,塑膠皮、板及管材製造業,292815.3947,2773145.975,121.424391,25.065918,1,0,1,0,0,,,,,,220,,
F16A6488,通敬實業有限公司泰山廠,86765709,新北市,泰山區,新北市泰山區楓樹里美寧街六三號,,2422,鋁鑄造業,293528.2748,2773114.668,121.431456,25.065615,1,0,0,0,0,,,,,,242,65000,65012169
F1700012,中國石油股份有限公司台北營業處林口加油站,36201311,新北市,林口區,新北市林口區東林里中山路一號,非屬工業區類,4821,加油及加氣站,290042.7773,2774460.747,121.3969473,25.07786391,1,0,0,0,0,,,,,,482,,
F1700058,新年代實業股份有限公司,4699540,新北市,林口區,新北市林口區工七路二號,林口特定工業區(工二),2209,其他塑膠製品製造業,290458.8059,2774479.455,121.4010719,25.07802172,1,1,1,0,0,,1995/6/5,2004/6/1,,,220,,
F1700094,廣用塑膠有限公司,35824352,新北市,林口區,新北市林口區工九路一九號,林口特定工業區(工二),2209,其他塑膠製品製造業,290672.7321,2774207.967,121.4031845,25.07556497,1,1,1,0,0,,1995/5/24,2004/3/12,,,220,,
F1700110,瑞百士股份有限公司,22137775,新北市,林口區,新北市林口區工九路二四號,林口特定工業區(工二),1601,印刷業,290769.1727,2774201.352,121.4041403,25.07550265,1,1,1,0,0,,1995/5/24,2004/6/29,,,160,,
F1700129,龍疆國際企業股份有限公司,,新北市,林口區,新北市林口區工九路二八號,林口特定工業區(工二),1402,合板及組合木材製造業,290954.6527,2774278.66,121.4059812,25.07619557,1,1,1,0,0,,1995/6/5,2019/8/2,,,140,,
F1700138,瑞龍橡膠工業股份有限公司林口廠,29736326,新北市,林口區,新北市林口區工二工業區工九路二號,林口特定工業區(工二),2209,其他塑膠製品製造業,290454.2766,2774228.445,121.4010196,25.07575571,1,1,1,0,0,,1995/6/5,2004/8/12,,,220,,
F1700156,光達化工有限公司,35151502,新北市,林口區,新北市林口區東林里工二區工八路二號,林口特定工業區(工二),2201,塑膠皮、板及管材製造業,290329.6978,2774750.151,121.3998,25.080469,1,1,1,1,0,,1995/6/5,,2021/2/20,,220,,
F1700174,先鋒導電工業股份有限公司,22560287,新北市,林口區,新北市林口區工二工業區工五路三號,林口特定工業區(工二),2109,其他橡膠製品製造業,290595.417,2774475.687,121.402426,25.077984,1,1,1,1,0,,1995/6/5,2004/6/15,2021/2/20,,210,,
F1700192,琦利吸管股份有限公司,36145971,新北市,林口區,新北市林口區工二路一五號,林口特定工業區(工二),2209,其他塑膠製品製造業,290516.5858,2774884.586,121.4016566,25.08167772,1,1,1,0,0,,1995/5/16,2004/6/1,,,220,,
F1700254,勝萬企業有限公司,,新北市,林口區,新北市林口區工二工業區工八路七號,林口特定工業區(工二),2203,塑膠外殼及配件製造業,290428.4366,2774634.193,121.4007754,25.07941952,1,1,1,1,0,,1995/6/5,2004/3/12,2021/2/20,,220,,
F1700281,鴻屹股份有限公司,34432870,新北市,林口區,新北市林口區工五路一三號,林口特定工業區(工二),2209,其他塑膠製品製造業,290572.2276,2774442.076,121.4021951,25.07768122,1,1,1,0,0,,1995/5/24,2003/12/11,,,220,,
F1700307,榮達社股份有限公司,7661595,新北市,林口區,新北市林口區工五路四號,林口特定工業區(工二),2209,其他塑膠製品製造業,290519.2888,2774355.167,121.4016678,25.07689802,1,1,1,0,0,,1995/6/5,2003/7/23,,,220,,
F1700316,台灣柏恩氏電子股份有限公司,89394787,新北市,林口區,新北市林口區工六路一號、粉寮路一四之一○號、之一一號,林口特定工業區(工二),2620,被動電子元件製造業,290078.1895,2774644.69,121.3973037,25.07952362,1,1,1,1,0,,2024/11/5,,2021/2/20,,262,,
F1700334,統明工業股份有限公司,1126153,新北市,林口區,新北市林口區東林里九鄰工四路一○號,林口特定工業區(工二),2544,金屬表面處理業,290504.3027,2774489.81,121.4015232,25.07811399,1,1,1,0,0,,1995/5/16,2004/6/11,,,254,,
F1700441,皇冠壁紙工業股份有限公司,4963983,新北市,林口區,新北市林口區東林里工四路三九號,林口特定工業區(工二),1599,未分類其他紙製品製造業,290529.8807,2775030.602,121.4017927,25.08299561,1,1,1,0,0,,1995/6/5,2004/3/12,,,159,65000,99603316
F1700450,恆業事務用品股份有限公司,1409976,新北市,林口區,新北市林口區工四路三號,非屬工業區類,1599,未分類其他紙製品製造業,290638.8614,2774697.025,121.4028632,25.07998112,1,1,1,0,0,,1995/6/5,2004/9/21,,,159,,
F1700469,松利塑膠股份有限公司,4424613,新北市,林口區,新北市林口區東林里工二區工四路六號,林口特定工業區(工二),2209,其他塑膠製品製造業,290436.5136,2774448.219,121.40085,25.07774032,1,1,1,0,0,,1995/5/24,2004/6/14,,,220,65000,
F1700496,王子文具工業股份有限公司,12499968,新北市,林口區,新北市林口區粉寮路一號,林口特定工業區(工二),2209,其他塑膠製品製造業,290807.2977,2776236.21,121.4045786,25.09387242,1,1,1,0,0,,1995/6/5,2004/6/14,,,220,,
F1700530,勝機企業股份有限公司,20877598,新北市,林口區,新北市林口區工業區工四路三三、三三之一號,林口特定工業區(工二),2209,其他塑膠製品製造業,290637.2547,2774697.95,121.4028473,25.07998952,1,1,1,0,0,,1995/6/5,,,,220,,
F1700576,巨人洗衣股份有限公司,31304035,新北市,林口區,新北市林口區工九路一二號,林口特定工業區(工二),9610,洗衣業,290877.2011,2774226.772,121.4052119,25.07572922,1,1,1,1,0,,,,2021/2/20,,961,,
F1700594,林口洗衣店,,新北市,林口區,新北市林口區中山路九七巷一六號,非屬工業區類,9610,洗衣業,289284.2361,2774485.01,121.3894287,25.07810288,1,0,0,0,0,,,,,,961,,
F1700610,堅吉洗衣店,,新北市,林口區,新北市林口區中正路三二四號,非屬工業區類,9610,洗衣業,289110.3533,2774452.107,121.387704,25.07781034,1,0,0,0,0,,,,,,961,,
F1700638,貴康企業股份有限公司,36505784,新北市,林口區,新北市林口區東林里工四路一九、二一、二三號,林口特定工業區(工二),1140,染整業,290475.3449,2775062.277,121.401253,25.083283,1,1,1,0,0,,,,,,114,65000,99600479
F1700709,炅宜股份有限公司,90660615,新北市,林口區,新北市林口區東林里工二區工九路一五號,林口特定工業區(工二),2511,金屬刀具及手工具製造業,290877.2011,2774226.772,121.4052119,25.07572922,1,1,1,0,0,,1995/6/7,,,,251,65000,99603331
F1700736,台灣電力股份有限公司林口發電廠,35703815,新北市,林口區,新北市林口區下福里一三九之一號,非屬工業區類,3510,電力供應業,281566.8313,2778262.22,121.313013,25.112385,1,1,1,1,0,,,,,,351,65000,
F1700754,吉祥工業股份有限公司,33098314,新北市,林口區,新北市林口區東林里工二區工七路九、一一號,林口特定工業區(工二),2544,金屬表面處理業,290335.7153,2774611.932,121.3998556,25.07922103,1,1,1,0,0,,,,,,254,,
F1700825,西北食品工業股份有限公司,5634685,新北市,林口區,新北市林口區東林里粉寮路一段一○二號,林口特定工業區(工二),899,未分類其他食品製造業,290345.5968,2774896.83,121.3999619,25.08179284,1,1,1,0,0,,,,,,89,,
F1701000,許建和第一畜牧場,,新北市,林口區,新北市林口區瑞平里八鄰瑞樹坑五五號,非屬工業區類,122,豬飼育業,286682.8884,2777570.684,121.363724,25.106026,1,1,1,0,0,,,,,,12,,
F1701073,有福畜牧場,,新北市,林口區,新北市林口區忠福段一三三地號,非屬工業區類,122,豬飼育業,284280.604,2776046.331,121.3398668,25.09232052,1,1,1,0,0,,,,,,12,,
F1701215,信雄畜牧場,,新北市,八里區,新北市八里區長坑段○五七二之○○○○地號,非屬工業區類,122,豬飼育業,288769.5125,2775664.986,121.3843595,25.08876905,1,1,1,0,0,,,2026/4/21,,,12,65000,
F1701813,天勵化工原料股份有限公司林口廠,16781831,新北市,林口區,新北市林口區工九路二九號,林口特定工業區(工二),1990,未分類其他化學製品製造業,290954.6527,2774278.66,121.4059812,25.07619557,1,1,0,1,0,,2001/7/26,,2021/2/20,,199,,
F1702105,今美化工企業有限公司,,新北市,林口區,新北市林口區工六路一一號,,1931,清潔用品製造業,290285.7624,2774478.212,121.3993565,25.07801512,1,1,1,0,0,,1995/5/24,2004/1/14,,,193,,
