醫療院所,縣市,鄉鎮市區,地址,電話,TWD97X,TWD97Y
三重蒔美牙醫診所,新北市,三重區,五華街196號、198號1樓及夾層,02-28559465,299255.1561,2775470.112
三重養生堂中醫診所,新北市,三重區,龍門路28號1樓、28號之1(1樓),8972-8566,299979.7104,2773854.511
三峽大學眼科診所,新北市,三峽區,復興路7號1樓、5號2樓,02-26736797,287792.7998,2758730.199
三峽文化內科診所,新北市,三峽區,文化路127、129、131號(1樓),02-86719555,287341.6167,2758735.189
三峽光澤診所,新北市,三峽區,大學路100號1樓、2樓,02-29506235,287879.3247,2759572.13
三泰堂中醫診所,彰化縣,和美鎮,仁美路14號,04-7573162,199310.49,2667088.63
三泰診所,臺中市,西區,向上路一段二六八號一、二樓,04 3295377,215248.4543,2671330.953
三益診所,新北市,汐止區,仁愛路187號1樓,02-86915631,317022.4092,2773193.955
三船牙醫診所,臺北市,士林區,天母東路1之2號4樓,228736170,303549.8723,2778983.188
三富牙醫診所,新北市,三重區,正義北路10號1、2樓,02-29734819,300200.0067,2772824.696
三惠牙醫診所,臺南市,中西區,三民里民權路2段35號,06 2204372,168592.23,2543840.11
三普牙醫診所,臺北市,大安區,安和路2段69巷8號,227383398,305777.1668,2769258.745
三湖診所,苗栗縣,西湖鄉,店仔街42號1樓,037-921218,225422.4,2716834.49
三華診所,臺南市,仁德區,太子里太子路142號,06-2731826,174453.76,2543525.51
三進中醫診所,臺北市,北投區,光明路133之8號1樓,,300652.044,2780786.649
三陽牙醫診所,高雄市,苓雅區,正義路162號,07 7496478,182142.32,2503616.07
三雄中醫診所,彰化縣,永靖鄉,永西村永靖街96號,04-8221115,203821.25,2646453.362
三順耳鼻喉科診所,雲林縣,北港鎮,公園路十八號,05 7820330,178833.596,2608046.668
三愛牙醫診所,臺北市,士林區,天母東路69巷1之1號1樓,28733372,303888.3431,2779017.214
三愛牙醫診所,臺中市,西區,向上路一段七十九巷三十四號一樓,04 3215777,215870.1624,2671216.573
三愛牙醫診所,新北市,新莊區,幸福路604號,02 9915202,295610.5956,2771316.739
三愛外科診所,高雄市,苓雅區,三多三路110號1、2樓,975356354,179171.587,2501964.861
三愛診所,臺南市,永康區,建國里復國路62號1樓,06-3130970,172762.8,2544601.97
三稜中醫診所,臺北市,信義區,松山路465巷8號,227285959,308392.7306,2770279.301
三鼎牙醫診所,臺中市,北屯區,軍功路一段409號1樓及夾層,04-24379061,221391.5774,2673921.457
三福牙醫診所,臺北市,萬華區,萬大路63之1號,223062239,300529.0626,2769292.531
三福診所,新北市,樹林區,三福街56巷7號1樓,86887839,290900.9479,2767686.283
三福診所,彰化縣,福興鄉,彰水路368號,04-7681024,198030.88,2657124.58
三德中醫診所,新北市,新莊區,復興路二段41號1樓.43號1樓,29983550,295869.787,2770749.288
三德牙醫診所,臺北市,大同區,承德路三段100號一樓,02 25963497,302273.5387,2773259.281
三樹金鶯診所,新北市,樹林區,學成路600號1樓、2樓,02-26807101,288557.485,2759832.795
三曜中醫診所,臺中市,大里區,東榮路655號1樓,04-24070203,217013.68,2667161.27
三豐診所,臺中市,豐原區,中正路五四三號五樓,04-25287379,220530.6856,2682774.082
三豐診所,臺北市,大安區,信義路3段23號、23號2樓,02-27080168,303907.0597,2769624.627
三灣牙醫診所,苗栗縣,三灣鄉,三灣村9鄰中正路135號1樓,037-833629,245491.14,2727326.7
三灣診所,苗栗縣,三灣鄉,中正路91號,037-834233,245440.22,2727221.42
上九牙醫診所,花蓮縣,壽豐鄉,壽豐路一段132號,03-8653839,302057.68,2640770.745
上上中醫診所,新竹縣,新豐鄉,建興路一段74號1樓,5579399,249541.791,2751532.385
上上牙醫診所,臺中市,豐原區,府前街180號,04 25251313,221115.95,2682663.58
上上牙醫診所,新竹市,東區,中山路400號,35251383,245784.89,2743682.65
上上牙醫診所,臺北市,大安區,和平東路二段311巷14號,227010199,305006.2439,2768673.475
上上牙醫診所,屏東縣,屏東市,民學路36－3號,08 7238359,199180.28,2508141.95
上上牙醫診所,嘉義縣,太保市,麻太路79-2號,05-2380077,185031.44,2599545.53
上久中醫診所,基隆市,仁愛區,孝二路65號1樓,02-24254088,324607.09,2780333.684
上大牙醫診所,高雄市,大社區,中山路243、245號一樓,07 3533477,183075.46,2514757.36
上大新復健科診所,桃園市,蘆竹區,桃園街12、16、18、20、22號,03-3225707,279639.38,2770562.34
上仁美麗診所,桃園市,中壢區,環中東路22號1樓,,276217.84,2762103.17
上仁診所,高雄市,三民區,中華三路285號一樓,07 -2155510,177341.374,2504138.936
上仁達醫中醫診所,臺中市,太平區,中山路一段322巷109號1樓,04-23912360,223273.52,2670955.03
上允牙醫診所,臺北市,中山區,北安路五七一號,02-25337045,305317.5157,2774868.426
上允耳鼻喉科診所,新北市,中和區,景平路一六0號,286686383,302225.2856,2765018.006
上允耳鼻喉科診所,新竹市,東區,新莊里光復路一段360之13號1-2F,03-5777749,251585.73,2741874.62
上友兒童診所,新北市,新莊區,復興路一段199號1樓,29916099,295614.1089,2770698.795
上尤耳鼻喉科診所,桃園市,八德區,介壽路二段776號1樓,03 3680988,280011,2758810.55
上文耳鼻喉科診所,高雄市,鳳山區,五甲二路327號,07 7219442,181816,2499984.26
上水透析診所,新竹市,東區,關帝里武昌街51號3、4、5樓,03-5251855,246760.66,2743826.42
上平診所,高雄市,杉林區,山仙路137號1樓,07-6773677,203072.557,2541652.671
上民牙科診所,高雄市,苓雅區,四維二路131號,07-7265275,180069.16,2502632.872
上禾中醫診所,彰化縣,彰化市,中山里中山路二段642號1樓,04-7286123,203836.41,2664064.02
上禾牙醫診所,新竹縣,竹北市,福興東路一段319號1樓,03-6585288,252451.361,2745611.355
上禾牙醫診所,新北市,五股區,成泰路三段533號1樓2樓,22951415,295548.4302,2777064.389
上禾骨科診所,臺中市,北區,忠明路240號1樓、2樓、3樓,04-23101525,215912.1009,2673018.393
上禾診所,高雄市,鳳山區,青年路二段152號1-2樓及154號1樓,07-7407666,183246.34,2504140.7
上立皮膚科診所,新北市,永和區,中山路一段75號1、2樓,,301723.2451,2767052.542
上吉診所,新北市,土城區,延吉街122號1、2樓,02-2270-3111,297414.7724,2764302.198
上好牙醫診所,新北市,樹林區,樹新路三十九號一樓,02 6868516,293108.1321,2765261.589
上好牙醫診所,高雄市,鳳山區,五甲二路531號1-2樓,07 8211122,181358.35,2499693.5
上好復健科專科診所,臺中市,大里區,成功路522號1、2樓,04-24966360,219845.6158,2665105.985
上好診所,屏東縣,潮州鎮,四維路246號,08-7861900,203509.32,2495099.12
上安中醫診所,彰化縣,彰化市,中山里中山路二段634、636號,04-7201366,203836.57,2664054.21
上安牙醫診所,臺中市,北屯區,文心路4段997、999號1、2樓,04-22435715,219201.0175,2673990.535
上安牙醫診所,臺南市,東區,東門里東門路1段213號,06 2368679,169668.75,2543113.22
上安牙醫診所,新北市,板橋區,中正路317號,02-2969-9738,295924.274,2768058.502
上安診所,臺中市,西屯區,青海路二段313號1樓,04-27086880,213561.3304,2674237.43
上安診所,臺中市,大甲區,臨江路四十之一號,04 26821377,214897.0464,2697100.653
上安診所,新北市,蘆洲區,長榮路381號1樓,22825101,296322.9593,2775766.646
上成牙醫診所,高雄市,三民區,十全二路135號(1樓及2樓),07-3232931,177980.833,2505200.961
上佑牙醫診所,屏東縣,恆春鎮,北門路39巷6號,08-8882766,223864.31,2434145.6
上宏牙醫診所,臺北市,信義區,信義路六段68號,27265185,308193.9965,2769771.587
上宏牙醫診所,新北市,三重區,中華路61、63號1樓,02 9876122,298788.5724,2772770.39
上杉診所,新竹縣,竹北市,光明六路東二段60號1樓,03-6676806,253042.863,2745585.96
上典牙醫診所,臺南市,永康區,東灣里民族路237號,06 2053895,175171.98,2544986.46
上和耳鼻喉科診所,新北市,新莊區,中和街150號,29907980,295154.0292,2771228.313
上和診所,臺南市,東區,路東里大同路2段93號1樓,06-2139611,169354.24,2542155.48
上尚診所,臺北市,大安區,忠孝東路4段216巷19弄4號2樓,02-27117201,305827.8848,2770347.818
上承診所,高雄市,鳳山區,青年路一段367號1樓,07-7102666,183089.15,2503148.01
上承診所,新北市,土城區,裕民路142號1、2樓,(02)2263-8111,295603.0987,2764308.32
上明中醫聯合診所,新竹縣,竹東鎮,東林路七十七號,03-5961969,259233.198,2736660.77
上明中醫聯合診所,新竹市,東區,仙水里6鄰光復路一段283號1樓,03-5679099,251966.93,2741668.83
上明眼科診所,臺中市,龍井區,新興路53之5號1樓及2樓,26318356,207976.23,2675184.52
上明眼科診所,高雄市,楠梓區,後昌路843號1-5樓,07 3621131,177530.573,2512544.934
上明眼科診所,新竹市,東區,南門街28號,03- 5248758,246732.7,2743702.93
上明眼科診所,雲林縣,斗南鎮,大成路5號,05 5976771,196541.48,2619138.68
上明眼科診所,嘉義縣,竹崎鄉,竹崎村中山路二一八號,05 2614693,204020.4,2601921.78
上明眼科診所,彰化縣,彰化市,彰南路二段222號,04-7325859,207498.46,2664421.9
上林牙醫診所,臺北市,信義區,崇德街4號1樓,227328951,305822.7725,2768581.124
上林牙醫診所,臺南市,東區,大福里大同路二段369號1樓,06-2145217,169504.7,2541499.73
上林牙醫診所,新北市,永和區,林森路101巷10號,02 9238636,302863.0016,2766262.614
上林牙醫診所,嘉義市,西區,林森西路530號,05 2255478,193074.29,2597551.01
上林牙醫診所,桃園市,蘆竹區,南崁路203號1樓,03 3528779,279629.78,2771137.86
上林外科眼科診所,彰化縣,彰化市,大竹里彰南路二段117號,04 7383177,207226.67,2664541.87
上林診所,臺東縣,池上鄉,忠孝路84號,89864780,272205.608,2557689.536
上直診所,臺北市,中山區,北安路458巷41弄49號,,305124.5482,2774683.642
上品牙醫診所,臺北市,南港區,忠孝東路五段八○一號二樓,27852123,307054.8993,2770422.976
上品牙醫診所,臺中市,南屯區,京展街225號,04-23812967,213765.5993,2670177.326
上品杏林牙醫診所,桃園市,中壢區,民族路41號1至2樓,(03)4917160,271668.78,2760888.61
上帝視角診所,臺北市,信義區,基隆路1段163號13樓之3,02-77550922,307035.346,2770521.194
上美牙醫診所,高雄市,前鎮區,草衙一路68號,07 8413399,180337.134,2498303.749
上恩牙醫診所,臺北市,中山區,長春路四○八號三樓,227195789,302788.3896,2771956.662
上恩牙醫診所,雲林縣,褒忠鄉,中正路75巷13－1號,05 6971250,180092.143,2621389.079
上恩診所,臺南市,南區,明興里金華路一段168號1樓,06-2613202,166942.99,2540689.15
上恩診所,南投縣,魚池鄉,魚池村魚池街392號,049-2897448,243475.6,2643659
上海堂中醫診所,新北市,永和區,永貞路218號,02 2319589,302001.7634,2766326.033
上祐中醫診所,雲林縣,斗六市,民生南路107號,05-5329998,202796.82,2622221.31
上健診所,高雄市,鳳山區,中崙四路12號一Ｆ,07 7532687,183392.377,2500102.8
上惟牙科診所,高雄市,左營區,博愛三路506號1.2樓,07-3430181,178963.745,2508926.057
上盛牙醫診所,屏東縣,里港鄉,里港路41號1樓,983519619,198177.67,2519567.16
上傑牙醫診所,臺北市,松山區,八德路二段386號2樓－3,227765449,305125.0607,2771205.765
上博牙醫診所,臺北市,中山區,興安街67號(1樓),25007007,304755.9267,2772114.503
上博牙醫診所,新北市,新莊區,新泰路272號1-3樓,29901111,295000.2235,2770314.285
上揚牙醫診所,新北市,板橋區,府中路7號,02 9671236,296419.4547,2766920.558
上揚牙醫診所,桃園市,中壢區,元化路49號1樓,03 4255088,273002.66,2761066.2
上揚牙醫診所,嘉義市,東區,吳鳳南路215號,05 2292546,194283.897,2596231.003
上揚牙醫診所,嘉義縣,朴子市,平和里平和路11之8號,05-3702627,172974.55,2595903.54
上揚牙醫診所,南投縣,草屯鎮,碧山南路42號,049-2355697,217434.26,2652653.41
上晴牙醫診所,新北市,蘆洲區,民族路5號1樓,82838311,297973.2921,2775168.257
上晴診所,高雄市,前鎮區,瑞北路88號1樓,07-7249449,181486.636,2501168.157
上華牙醫診所,桃園市,桃園區,中山東路183號1、2樓,03-3318836,282227.55,2765536.56
上華牙醫診所,高雄市,三民區,建工路613號2-3樓,07-3890116,180021.308,2505481.227
上賀診所,彰化縣,竹塘鄉,竹塘村竹塘街68號,04-89707000988-154119,191530.462,2639731.007
上雅牙醫診所,高雄市,三民區,九如一路101號一樓,07 3906689,182302.442,2504187.898
上順牙醫診所,高雄市,前金區,榮安街74號一樓,07 2915266,177309.84,2503577.58
上新牙醫診所,桃園市,八德區,介壽路一段1001號1樓,03-3665667,280238.52,2761202.09
上群牙醫診所,臺中市,北區,北平路二段41號,04 2978123,216831.2549,2674079.86
上群牙醫診所,高雄市,新興區,忠孝一路178號,07 2822005,178655.562,2503247.901
上誠牙醫診所,臺中市,西區,臺灣大道二段489號20樓之1,04-23285795,215462.2035,2672372.069
上誠牙醫診所,桃園市,楊梅區,新成路48號1樓及2樓,(03)4851188,264823.53,2756052
上鼎牙醫診所,高雄市,左營區,華夏路722號1.2樓,07-3470388,178332.955,2508809.469
上慈牙醫診所,新竹市,東區,民族路84-2號,03-5355655,247617.67,2744434.14
上豪中醫診所,苗栗縣,竹南鎮,正南里14鄰民族街41號1樓,037-550891,237669.643,2730815.55
上德中醫診所,桃園市,桃園區,成功路二段30號1樓,03 3371636,281792.17,2765075.86
上德牙醫診所,臺北市,大安區,臥龍街一五一巷七十四號一Ｆ,227339426,305741.7669,2768139.331
上德牙醫診所,高雄市,岡山區,公園西路三段168號,07 6260111,176541.01,2521461.13
上德親子診所,屏東縣,春日鄉,春日村春日路68-1號,8.8781868,211293.72,2474587.35
上慶牙醫診所,臺中市,北屯區,中清路二段298號1樓,04 22919032,216342.6153,2674831.531
上澄中醫診所,桃園市,龍潭區,中興路235號1樓,(03)4708338,273769.96,2751867.33
上澄牙醫診所,新竹縣,湖口鄉,中正路一段210號2樓,03-5991595,254801.16,2754531.69
上質健康管理診所,臺北市,中山區,北安路780號6樓,02-85020222,305861.7188,2775312.411
上輝牙醫診所,高雄市,新興區,復興二路324號一樓,07 2223091,178888.077,2503040.893
上穎牙醫診所,桃園市,桃園區,中正路550號1至3樓,(03)3369123,280856.65,2766186.85
上頤牙醫診所,高雄市,鹽埕區,新樂街222號1樓,07-5213978,176108.872,2503065.916
上鴻中醫診所,臺南市,佳里區,六安里進學路176號1樓,06-7222099,165944.53,2562680.27
上豐牙醫診所,高雄市,三民區,大豐二路207號,07 3838069,181183.07,2505228.936
上醫堂中醫診所,新北市,新店區,建國路83號1樓,02 29121212,304562.1126,2763255.953
上璽中醫診所,臺北市,大安區,信義路4段1號7樓之1,27013103,304912.606,2769618.711
上鵬牙醫診所,臺北市,大安區,羅斯福路三段149號2樓－2,223622558,303216.4294,2768290.611
上耀牙醫診所,新北市,新店區,中正路639號,86672777,303890.5746,2764717.119
下營仁愛牙醫診所,臺南市,下營區,營前里健康路218號1樓,06-6899007,175001.89,2570278.43
丸山診所,彰化縣,秀水鄉,安東村中山路357號,04-7685366,199195.446,2658939.908
久久牙醫診所,臺北市,萬華區,萬大路385號1樓,02-23059990,300413.1076,2768378.684
久大中醫診所,臺中市,豐原區,大明路22號,04-25293445,220603.18,2681618.33
久大牙醫診所,臺北市,中山區,新生北路三段87巷17號1Ｆ,225935439,303342.3298,2773353.54
久大牙醫診所,桃園市,桃園區,民族路140號1樓,03 3390225,281157.95,2765079.07
