綠化單元代碼,設置年度,縣市,綠化單元名稱,基地地址,緯度,經度,緯度,經度,TWD97X,TWD97Y,基地面積(公頃),基地長度(公里),基地長度換算面積(公頃),補助單位,基地類型,基地類型(校正),維運單位類型,列管狀態,管理單位,地址,聯絡人,聯絡電話,認養單位,認養期限,迄今認養年度,喬木總數量(株),本年度之建議樹種增植數量(株),年度,獎項名稱,,
apr-68,85,臺北市,公105(洲子二號),臺北市內湖區瑞光路581號,25.08007053,121.5681641,25.0801,121.5682,307317.47,2774770.11,0.512,-,-,環境部,環保公園,環保公園,企業認養,設置中,內湖區公所經建課,臺北市內湖區民權東路六段99號4-5樓,陳育厚,(02)2792-5828#290,仁寶電腦工業(股)公司,民國114年5月1日至民國116年4月30日,12年,155,-,"民國103年-110年
民國112年-民國113年","103-優良認養單位甄選【特優獎】
104-優良認養單位甄選【優勝獎】
105-優良認養單位甄選【貢獻獎】
106-優良認養單位甄選【貢獻銀質獎】
107-優良認養單位甄選【貢獻銀質獎】
108-優良認養單位甄選【貢獻銀質獎】
109-優良認養單位甄選【貢獻卓越獎】
110-優良認養單位甄選【貢獻卓越獎】
112-優良認養單位甄選【服務模範獎】
113-臺北市環保局優良認養單位甄選【特優獎】",,
apr-69,85,臺北市,公103(北勢湖),臺北市內湖區內湖路一段66號,25.08371419,121.5623234,25.0837,121.5623,306720.64,2775166.38,0.547,-,-,環境部,環保公園,環保公園,志工認養,設置中,內湖區公所經建課,臺北市內湖區民權東路六段99號4-5樓,陳育厚,(02)2792-5828#290,西康里社區發展協會,民國114年1月1日至民國114年12月31日,1年,89,-,-,-,,
apr-70,85,臺北市,公48(南湖一號),臺北市內湖區康寧路三段180巷20號,25.06919697,121.6111387,25.0692,121.6111,311650.59,2773581.63,0.060,-,-,環境部,環保公園,環保公園,志工認養,設置中,內湖區公所經建課,臺北市內湖區民權東路六段99號4-5樓,陳育厚,(02)2792-5828#290,明湖國中志工隊,民國114年4月1日至115年3月31日,1年,7,-,-,-,,
apr-71,85,臺北市,公305(舊宗一號),臺北市松山區塔悠路351號,25.06199461,121.5688168,25.0620,121.5688,307386.43,2772765.49,0.075,-,-,環境部,環保公園,環保公園,志工認養,設置中,工務局公園路燈工程管理處圓山所,臺北市中山區新生北路三段105號,陳春蓮,(02)2585-0192#216,臺北市松山區新東社區發展協會,民國114年1月1日至民國114年12月31日,9年,20,-,-,-,,
apr-72,87,臺北市,道南自行車道(木柵捷運站至道南河濱公園自行車道),臺北市文山區景美溪右岸高灘地,24.99403211,121.5718196,24.9940,121.5718,307720.91,2765234.69,-,1.4,0.140,環境部,自行車道,自行車道,志工認養,設置中,工務局水利工程處,臺北市信義區市府路1號7樓西南區,楊潤傑,(02)2720-8889#2662,臺北市文山區木柵高工志工隊,民國114年1月1日至民國114年12月31日,1年,13,-,-,-,,
apr-73,100,臺北市,興家環保公園,臺北市文山區興隆路三段207巷10弄,24.99449189,121.5608841,24.9945,121.5609,306620.35,2765285.48,0.070,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,志工認養,設置中,工務局公園路燈工程管理處南港所,臺北市南港區東新街170-1號,路家文,(02)2783-4988#277,臺北市文山區興家社區發展協會,民國114年1月1日至民國114年12月31日,5年,18,-,-,114-臺北市環保局優良認養單位甄選【特優獎】,,
apr-74,109,臺北市,山水綠生態公園,臺北市南港區南深路37號,25.02973477,121.6213461,25.0297,121.6213,312699.73,2769211.03,1.160,-,-,環保局,廢棄物堆置場綠化,垃圾場/廢棄物堆置場綠化,志工認養,設置中,廢棄物處理場,臺北市南港區南深路37號,廖東科,02-2651-1434#126,好厝邊社區發展協會,民國114年1月1日至民國114年12月31日,4年,31,-,民國113年,"113-臺北市環保局優良認養單位甄選【優等獎】
114-臺北市環保局優良認養單位甄選【優等獎】",,
apr-75,111,臺北市,興國公園,臺北市中山區遼寧街130號104號,25.05312557,121.5412391,25.0531,121.5412,304605.75,2771768.25,0.777,-,-,環保局,環保公園,環保公園,志工認養,設置中,中山區公所經建課,臺北市中山區中山區松江路367號,廖祿友,(02)2503-1369#538,復華里志工隊,民國114年1月1日至民國114年12月31日,3年,109,-,民國112年-民國113年,"112-優良認養單位甄選【優等獎】
113-臺北市環保局優良認養單位甄選【特優獎】
114-優良認養單位甄選【特優獎】
114-臺北市環保局優良認養單位甄選【特優獎】",,
apr-76,85,桃園市,中園路環保公園(中園路綠帶(環保公園)),桃園市中壢區中園路啟英高中旁,24.977072,121.236017,24.9771,121.2360,273826.30,2763261.84,1.164,-,-,環境部,環保公園,環保公園,企業認養,未解列,中壢區公所,桃園市中壢區環北路380號,謝沛璇,03-4271801#3125,桃園市私立中壢工業區聯合幼兒園,民國114年12月31日,10,308,0,"113年度
112年度
111年度
110年度
109年度
109年度
108年度","榮獲環保局淨化區優良單位-認養績優獎
榮獲環保局淨化區優良單位-淨化卓越獎
榮獲環境部全國空氣品質淨化區認養單位服務模範獎
榮獲環境部全國空氣品質淨化區認養單位特優獎。
榮獲環境部全國空氣品質淨化區認養單位特殊貢獻獎。
榮獲環境部全國空氣品質淨化區認養單位特優獎。
榮獲環境部全國空氣品質淨化區認養單位優勝獎。",,
apr-77,101,桃園市,龍岡森林環保公園(西寮段23-1等地號(龍崗地區都市文小12)裸露地綠化),桃園市中壢區龍岡路與龍慈路交叉口,24.93385,121.235612,24.9339,121.2356,273794.21,2758476.86,2.500,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,志工認養,未解列,中壢區公所,桃園市中壢區環北路380號,楊雨婷,03-4271801#3116,桃園市中壢區龍岡里辦公處,民國114年12月31日,10,424,0,"112年度
111年度
110年度
109年度
108年度
102年度","榮獲環保局淨化區優良單位-淨化卓越獎
榮獲環境部全國空氣品質淨化區認養單位服務模範獎
榮獲環境部全國空氣品質淨化區認養單位優勝獎。
榮獲環境部全國空氣品質淨化區認養單位優勝獎。
榮獲環境部全國空氣品質淨化區認養單位特優獎。
榮獲環境部空氣品質淨化區優良示範場址觀摩。",,
apr-78,95,桃園市,西園路西側環保公園(永福里西園路社區西側廢棄物堆置污染場址綠化),桃園市中壢區西園路78巷旁,24.976642,121.232865,24.9766,121.2329,273513.42,2763205.92,0.700,-,-,環境部,廢棄物堆置場綠化,垃圾場/廢棄物堆置場綠化,志工及企業認養,未解列,中壢區公所,桃園市中壢區環北路380號,謝沛璇,03-4271801#3125,"桃園市永福愛鄉土成長發展協會/
澤昌科技股份有限公司",民國114年12月31日,7/3,131,0,108年度,榮獲環境部全國空氣品質淨化區認養單位優勝獎。,,
apr-79,89,桃園市,藝術環保公園(忠福里中園路道路綠美化),桃園市中壢區南園二路101巷6弄與南園二路57巷18弄,24.971281,121.232184,24.9713,121.2322,273443.75,2762618.76,0.706,-,-,環境部,道路綠帶,道路綠化,志工及企業認養,未解列,中壢區公所,桃園市中壢區環北路380號,謝沛璇,03-4271801#3125,"桃園市中壢區永福里辦公處/
金像電子股份有限公司",民國114年12月31日,6/3,159,0,110年度,榮獲環境部全國空氣品質淨化區認養單位永續關懷獎。,,
apr-80,85,桃園市,兒2環保公園,桃園市蘆竹區大新一街、新福街交叉口,25.024068,121.25662,25.0241,121.2566,275896.20,2768471.46,0.230,-,-,環境部,環保公園,環保公園,志工認養,未解列,蘆竹區公所,桃園市蘆竹區南崁路150號,吳侑珊,03-3520000#117,蘆竹區大竹里環保志工小隊,民國114年12月31日,10,57,0,-,-,,
apr-81,100,桃園市,甲蟲環保公園(忠孝段1307地號(文化兒2)廢棄物棄置場綠化),桃園市中壢區元生二街、元生三街交叉口,24.977833,121.253199,24.9778,121.2532,275562.65,2763342.51,0.536,-,-,環境部,廢棄物堆置場綠化,垃圾場/廢棄物堆置場綠化,企業認養,未解列,中壢區公所,桃園市中壢區環北路380號,謝沛璇,427-1801#3125,日月光半導體製造(股)公司中壢分公司,民國114年12月31日,7,116,0,-,-,,
apr-82,85,桃園市,新城環保公園(公鄰5環保公園),桃園市龜山區新興街一街與福德街交叉口,25.050335,121.356304,25.0503,121.3563,285950.41,2771396.23,0.284,-,-,環境部,環保公園,環保公園,志工及企業認養,未解列,龜山區公所,桃園市龜山區中山街26號,古智睿,03-320-3711#777,"桃園市龜山區大崗里辦公處/
台灣美光晶圓科技股份有限公司",民國114年12月31日,4/3,86,0,-,-,,
apr-83,85,桃園市,頂湖環保公園 (公鄰6（頂湖環保公園）),桃園市龜山區新興街172-1號,25.047593,121.357122,25.0476,121.3571,286031.92,2771097.38,0.190,-,-,環境部,環保公園,環保公園,志工及企業認養,未解列,龜山區公所,桃園市龜山區中山街26號,古智睿,03-320-3711#777,"桃園市龜山區大崗里辦公處/
台灣美光晶圓科技股份有限公司",民國114年12月31日,4/3,58,0,-,-,,
apr-84,85,桃園市,同德環保公園(公7(同德環保公園)),桃園市桃園區中埔一街與同德六街交叉口,25.0148,121.295249,25.0148,121.2952,279794.00,2767449.30,0.834,-,-,環境部,環保公園,環保公園,志工認養,未解列,桃園區公所,桃園市桃園區縣府路7號,李欣怡,03-3348058#3711,桃園市桃園區同德里辦公處,民國114年12月31日,5,242,0,-,-,,
apr-85,85,桃園市,經國環保公園(公12(經國環保公園)),桃園市桃園區莊敬路一段與經國路交叉口,25.026355,121.301829,25.0264,121.3018,280457.27,2768735.61,0.287,-,-,環境部,環保公園,環保公園,志工認養,未解列,桃園區公所,桃園市桃園區縣府路7號,李欣怡,03-3348058#3711,桃園市桃園區莊敬里辦公處,民國114年12月31日,4,85,0,-,-,,
apr-86,97,桃園市,成功路自行車道,桃園市桃園區成功路(春日路起至虎頭山環保公園),24.994235,121.31743,24.9942,121.3174,282039.96,2765172.64,-,2.38,0.238,環境部,自行車道,自行車道,志工認養,未解列,桃園市政府養護工程處,桃園市桃園區縣府路1號,陳伸偉,03-3396122#503,桃園市桃園區三元里辦公處,民國114年12月31日,4,-,0,-,-,,
apr-87,100,桃園市,大平環保公園(大平段566等地號裸露地綠化),桃園市龍潭區大平里永平路35號對面,24.828156,121.246236,24.8282,121.2462,274885.92,2746771.36,1.041,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,志工認養,未解列,龍潭區公所,桃園市龍潭區中興路690號,黃方翎,03-4793070#2205,桃園市龍潭區大平里辦公處,民國114年12月31日,9,163,0,-,-,,
apr-88,101,桃園市,八張犁環保公園(八張犁段141-4地號廢棄物棄(堆)置場綠化),桃園市龍潭區梅龍一街63巷57號斜對面,24.870669,121.199818,24.8707,121.1998,270188.89,2751470.99,0.245,-,-,環境部,廢棄物堆置場綠化,垃圾場/廢棄物堆置場綠化,志工認養,未解列,龍潭區公所,桃園市龍潭區中興路690號,黃方翎,03-4793070#2205,桃園市龍潭區八德里辦公處,民國114年12月31日,9,53,0,-,-,,
apr-89,85,桃園市,四維環保公園 (公8(草漯八號公園)),桃園市觀音區四維二街與四維一街交叉口,25.044896,121.141851,25.0449,121.1419,264318.19,2770758.29,0.321,-,-,環境部,環保公園,環保公園,志工認養,未解列,觀音區公所,桃園市觀音區觀新路56號,呂承紘,03-4732121#109,桃園市觀音區草新里辦公處,民國114年12月31日,1,196,0,-,-,,
apr-90,103,桃園市,大牛欄後湖小段261等地號裸露地綠化,桃園市新屋區東興路二段888號,25.005671,121.047835,25.0057,121.0478,254824.71,2766409.76,2.500,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,志工認養,未解列,桃園市政府環境保護局綜合規劃科,桃園市桃園區縣法治路1號,吳家均,03-4863101#17,桃園市新屋區下埔里辦公處,民國114年12月31日,3,207,0,-,-,,
apr-91,105,桃園市,和平森林環保公園(和平段774地號裸露地綠化),桃園市楊梅區上田里高平路475巷,24.941465,121.133826,24.9415,121.1338,263512.17,2759304.68,2.500,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,企業認養,未解列,楊梅區公所,桃園市楊梅區大模街10號,林姿宏,03-4783683#162 ,桃園市楊梅區上田里辦公處,民國115年12月31日,0,528,0,-,-,,
apr-92,89,桃園市,莒光環保公園 ,桃園市中壢區環中東路與幸福街交叉口,24.949162,121.236121,24.9492,121.2361,273841.77,2760171.60,2.032,-,-,環保局,環保公園,環保公園,志工認養,未解列,中壢區公所,桃園市中壢區環北路380號,楊雨婷,03-4271801#3116,桃園市中壢區普強里辦公處,民國114年12月31日,9,636,0,"113年度
112年度
111年度
110年度
108年度
107年度
107年度
106年度
105年度
98年度","榮獲環保局淨化區優良單位-認養績優獎
榮獲環境部全國空氣品質淨化區認養單位績優獎(特優)。
榮獲環境部全國空氣品質淨化區認養單位績優獎。
榮獲環境部全國空氣品質淨化區認養單位特殊貢獻獎。
榮獲環境部全國空氣品質淨化區認養單位特殊貢獻獎。
榮獲環境部全國空氣品質淨化區認養單位銀質貢獻獎。
榮獲環境部全國空氣品質淨化區認養單位貢獻獎。
榮獲環境部全國空氣品質淨化區績優單位。
榮獲環境部全國空氣品質淨化區績優單位。
榮獲環境部空氣品質淨化區經營維護管理考評績優。",,
apr-93,102,桃園市,南崁溪人工溼地綠化園區,桃園市蘆竹區錦福路28號，錦興宮後方,25.048782,121.284807,25.0488,121.2848,278736.42,2771213.00,2.000,-,-,環保局,環保公園,環保公園,志工及企業認養,未解列,桃園環境保護局水質保護科,桃園市桃園區縣法治路1號,王容麒,03-3386021#1316               ,"桃園市蘆竹區錦興里水環境巡守隊/
永豐餘工業用紙股份有限公司桃園廠
",民國114年12月31日,10/3,397,0,"112年度
111年度
110年度
109年度
108年度
107年度
106年度
105年度
104年度
103年度","榮獲環境部全國空氣品質淨化區認養單位服務模範獎。
榮獲環境部全國空氣品質淨化區認養單位績優獎。
榮獲環境部全國空氣品質淨化區認養單位特殊貢獻獎。
榮獲環境部全國空氣品質淨化區認養單位特殊貢獻獎。
榮獲環境部全國空氣品質淨化區認養單位銀質貢獻獎。
榮獲環境部全國空氣品質淨化區認養單位銀質貢獻獎。
榮獲環境部全國空氣品質淨化區認養單位銀質貢獻獎。
榮獲環境部全國空氣品質淨化區貢獻獎。
榮獲環境部全國空氣品質淨化區認養單位優勝。
榮獲環境部全國空氣品質淨化區認養單位特優獎。",,
apr-94,88,桃園市,天津環保公園,桃園市平鎮區天津街,24.90895,121.205408,24.9090,121.2054,270748.35,2755713.96,0.210,-,-,環保局,環保公園,環保公園,志工認養,未解列,平鎮區公所,桃園市平鎮區振興路5號,黃書尉,03-4572105#2383,桃園市平鎮區平南里辦公處,民國114年12月31日,7,86,0,-,-,,
apr-95,88,桃園市,漢口環保公園,桃園市平鎮區漢口街,24.910011,121.208647,24.9100,121.2086,271071.43,2755825.22,0.200,-,-,環保局,環保公園,環保公園,志工認養,未解列,平鎮區公所,桃園市平鎮區振興路5號,黃書尉,03-4572105#2383,桃園市平鎮區平南里辦公處,民國114年12月31日,7,47,0,-,-,,
apr-96,93,桃園市,永福環保公園,桃園市中壢區西園路114巷,24.977724,121.234182,24.9777,121.2342,273644.45,2763327.98,0.810,-,-,環保局,環保公園,環保公園,志工認養,未解列,中壢區公所,桃園市中壢區環北路380號,謝沛璇,03-4271801#3125,桃園市永福愛鄉土成長發展協會,民國114年12月31日,7,107,0,-,-,,
apr-97,107,桃園市,過嶺森林公園,桃園市中壢區樹籽路與福嶺路交叉口,24.968025,121.176525,24.9680,121.1765,267820.54,2762244.78,2.700,-,-,環保局,環保公園,環保公園,志工認養,未解列,中壢區公所,桃園市中壢區環北路380號,張家瑔,03-4271801#3114,桃園市中壢區過嶺里辦公處,民國114年12月31日,4,1330,0,-,-,,
apr-98,88,桃園市,坪頂環保公園,桃園市龜山區文三三街20巷,25.05544,121.35894,25.0554,121.3589,286211.26,2771961.82,0.190,-,-,環保局,環保公園,環保公園,志工認養,未解列,龜山區公所,桃園市龜山區中山街26號,古智睿,03-3203711#777,桃園市龜山區大湖里辦公處,民國114年12月31日,10,93,0,-,-,,
apr-99,103,桃園市,山德段725-2地號綠美化,桃園市龜山區山鶯路1巷1弄內,24.990434,121.322164,24.9904,121.3222,282525.50,2764752.89,0.024,-,-,環保局,空地/裸露地綠化,空地/裸露地綠化,志工認養,未解列,龜山區公所,桃園市龜山區中山街26號,古智睿,03-3203711#777,桃園市龜山區山德里辦公處,民國114年12月31日,4,5,0,-,-,,
apr-100,87,桃園市,綠2環保公園,桃園市蘆竹區大興十一街、大新三街交叉口,25.02195,121.255626,25.0220,121.2556,275795.72,2768238.66,0.260,-,-,環保局,環保公園,環保公園,志工認養,未解列,蘆竹區公所,桃園市蘆竹區南崁路150號,吳侑珊,03-352-0000#117,蘆竹區大竹里環保志工小隊,民國114年12月31日,10,187,0,-,-,,
